claim_id_unique,claim_id_original,category,group_id,workshop,Batch
ZbwJ,ZbwJ,Business & Economics,rescue_echidna,SIPS2020,MissingClaimsTwo
9ODl,9ODl,Business & Economics; Psychology,rescue_ganggang,SIPS2020,MissingClaimsTwo
Rq8k,Rq8k,Business & Economics; Psychology,rescue_ganggang,SIPS2020,MissingClaimsTwo
YlAl,YlAl,Business & Economics,rescue_ganggang,SIPS2020,MissingClaimsTwo
7VD4,7VD4,Business & Economics,rescue_greateasternpelican,SIPS2020,MissingClaimsTwo
GZqb,GZqb,Business & Economics,rescue_greateasternpelican,SIPS2020,MissingClaimsTwo
mxL4,mxL4,Psychology; Business & Economics,rescue_greateasternpelican,SIPS2020,MissingClaimsTwo
NlaB,NlaB,Business & Economics,rescue_greateasternpelican,SIPS2020,MissingClaimsTwo
3EGY,3EGY,Business & Economics,rescue_greatwhiteshark,SIPS2020,MissingClaimsTwo
LrAK,LrAK,Education & Educational Research,rescue_greatwhiteshark,SIPS2020,MissingClaimsTwo
Q0qq,Q0qq,Business & Economics,rescue_greatwhiteshark,SIPS2020,MissingClaimsTwo
QAB1,QAB1,Business & Economics,rescue_greatwhiteshark,SIPS2020,MissingClaimsTwo
VDJV,VDJV,Business & Economics,rescue_greatwhiteshark,SIPS2020,MissingClaimsTwo
W9kp,W9kp,Business & Economics; Psychology,rescue_greatwhiteshark,SIPS2020,MissingClaimsTwo
LmA2,LmA2,Business & Economics,rescue_kangaroo,SIPS2020,MissingClaimsTwo
w4bG,w4bG,Business & Economics,rescue_kangaroo,SIPS2020,MissingClaimsTwo
Xdwr,Xdwr,Business & Economics,rescue_kangaroo,SIPS2020,MissingClaimsTwo
xJ9b,xJ9b,Business & Economics,rescue_kangaroo,SIPS2020,MissingClaimsTwo
JX7k,JX7k,Business & Economics; Psychology,rescue_koala,SIPS2020,MissingClaimsTwo
kJG4,kJG4,Psychology,rescue_platypus,SIPS2020,MissingClaimsTwo
OBDN,OBDN,Business & Economics; Psychology,rescue_platypus,SIPS2020,MissingClaimsTwo
QYNq,QYNq,Business & Economics; Mathematics; Mathematical Methods In Social Sciences,rescue_platypus,SIPS2020,MissingClaimsTwo
r3Jq,r3Jq,Business & Economics,rescue_platypus,SIPS2020,MissingClaimsTwo
d1Yl,d1Yl,Business & Economics,rescue_quokka,SIPS2020,MissingClaimsTwo
PjDY,PjDY,Business & Economics,rescue_quokka,SIPS2020,MissingClaimsTwo
VAeK,VAeK,Business & Economics,rescue_quokka,SIPS2020,MissingClaimsTwo
BbQK,BbQK,Business & Economics; Mathematics; Mathematical Methods In Social Sciences,rescue_superbfairywren,SIPS2020,MissingClaimsTwo
e83m,e83m,Business & Economics; Psychology,rescue_superbfairywren,SIPS2020,MissingClaimsTwo
NlvR,NlvR,Business & Economics,rescue_superbfairywren,SIPS2020,MissingClaimsTwo
rWv7,rWv7,Business & Economics; Psychology,rescue_superbfairywren,SIPS2020,MissingClaimsTwo
W70w,W70w,Criminology & Penology,rescue_superbfairywren,SIPS2020,MissingClaimsTwo
dkem,dkem,Business & Economics,rescue_tasmaniandevil,SIPS2020,MissingClaimsTwo
jD82,jD82,Psychology; Business & Economics,rescue_tasmaniandevil,SIPS2020,MissingClaimsTwo
49ww,49ww,Business & Economics; Mathematics; Mathematical Methods In Social Sciences,rescue_wedgetailedeagle,SIPS2020,MissingClaimsTwo
9p1Z,9p1Z,Business & Economics,rescue_wombat,SIPS2020,MissingClaimsTwo
lxNw,lxNw,Business & Economics; Psychology,rescue_wombat,SIPS2020,MissingClaimsTwo
0eZ5,0eZ5,Education & Educational Research,,,MissingClaimsTwo
1ODW,1ODW,Business & Economics,,,MissingClaimsTwo
3wkY,3wkY,Education & Educational Research,,,MissingClaimsTwo
5db3,5db3,Sociology,,,MissingClaimsTwo
74VJ,74VJ,,,,MissingClaimsTwo
A1lJ,A1lJ,,,,MissingClaimsTwo
aBbA,aBbA,International Relations; Government & Law,,,MissingClaimsTwo
amYY,amYY,Business & Economics,,,MissingClaimsTwo
ax3Q,ax3Q,Education & Educational Research; Psychology,,,MissingClaimsTwo
aYlD,aYlD,Business & Economics,,,MissingClaimsTwo
Bq0p,Bq0p,Psychology,,,MissingClaimsTwo
bvwE,bvwE,International Relations; Government & Law,,,MissingClaimsTwo
d2ZX,d2ZX,Psychology; Business & Economics,,,MissingClaimsTwo
DAAY,DAAY,Business & Economics,,,MissingClaimsTwo
dd0e,dd0e,Business & Economics,,,MissingClaimsTwo
DGZe,DGZe,Psychology; Business & Economics,,,MissingClaimsTwo
dNDe,dNDe,Business & Economics,,,MissingClaimsTwo
DpGe,DpGe,Sociology,,,MissingClaimsTwo
edG7,edG7,International Relations; Government & Law,,,MissingClaimsTwo
eldl,eldl,Education & Educational Research,,,MissingClaimsTwo
eW0P,eW0P,,,,MissingClaimsTwo
gO57,gO57,Sociology,,,MissingClaimsTwo
kB5P,kB5P,Education & Educational Research; Psychology,,,MissingClaimsTwo
l2rw,l2rw,Government & Law,,,MissingClaimsTwo
La9x,La9x,Business & Economics,,,MissingClaimsTwo
LrvB,LrvB,,,,MissingClaimsTwo
Lx7r,Lx7r,Business & Economics,,,MissingClaimsTwo
mZVR,mZVR,Business & Economics,,,MissingClaimsTwo
NaKa,NaKa,,,,MissingClaimsTwo
Npz9,Npz9,Psychology,,,MissingClaimsTwo
OgAy,OgAy,Business & Economics,,,MissingClaimsTwo
OrXO,OrXO,Education & Educational Research,,,MissingClaimsTwo
p50E,p50E,Education & Educational Research; Psychology,,,MissingClaimsTwo
PDLa,PDLa,,,,MissingClaimsTwo
Pxmz,Pxmz,Psychology; Business & Economics,,,MissingClaimsTwo
q8xv,q8xv,Business & Economics,,,MissingClaimsTwo
qggQ,qggQ,Government & Law,,,MissingClaimsTwo
qO22,qO22,Education & Educational Research; Psychology,,,MissingClaimsTwo
qq5Q,qq5Q,International Relations; Government & Law,,,MissingClaimsTwo
R097,R097,Government & Law,,,MissingClaimsTwo
vkaq,vkaq,International Relations; Government & Law,,,MissingClaimsTwo
vPGD,vPGD,Education & Educational Research; Rehabilitation,,,MissingClaimsTwo
VrRe,VrRe,Education & Educational Research,,,MissingClaimsTwo
WOZV,WOZV,Business & Economics,,,MissingClaimsTwo
xggW,xggW,Government & Law,,,MissingClaimsTwo
XRgZ,XRgZ,Business & Economics; Psychology,,,MissingClaimsTwo
y37Q,y37Q,Psychology; Business & Economics,,,MissingClaimsTwo
Y8pg,Y8pg,Government & Law,,,MissingClaimsTwo
YeGp,YeGp,International Relations; Government & Law,,,MissingClaimsTwo
YLwp,YLwp,Government & Law,,,MissingClaimsTwo
Z2Ba,Z2Ba,Education & Educational Research; Psychology,,,MissingClaimsTwo
Zv94,Zv94,Family Studies; Sociology,,,MissingClaimsTwo
y3XO,y3XO,Sociology,newsouthwales105,AIMOS19,MissingClaimsZero
qD5b,qD5b,,newsouthwales78,AIMOS19,MissingClaimsZero
dbLm,dbLm,Business & Economics,queensland118,AIMOS19,MissingClaimsZero
lDLJ,lDLJ,Business & Economics,queensland118,AIMOS19,MissingClaimsZero
kYGG,kYGG,Education & Educational Research,tasmania47,AIMOS19,MissingClaimsZero
ra19,ra19,Business & Economics,victoria106,AIMOS19,MissingClaimsZero
z352,z352,Business & Economics,victoria106,AIMOS19,MissingClaimsZero
mpV1,mpV1,Psychology,westernaustralia103,AIMOS19,MissingClaimsZero
24rk,24rk,Psychology; Behavioral Sciences; Biomedical Social Sciences,queensland46,Bus,MissingClaimsZero
5ELB,5ELB,Psychology,queensland46,Bus,MissingClaimsZero
7DzG,7DzG,Psychology,queensland46,Bus,MissingClaimsZero
7R9G,7R9G,Psychology,queensland46,Bus,MissingClaimsZero
8VbW,8VbW,Psychology,queensland46,Bus,MissingClaimsZero
97rL,97rL,Psychology,queensland46,Bus,MissingClaimsZero
9AxZ,9AxZ,Psychology,queensland46,Bus,MissingClaimsZero
9j0y,9j0y,Psychology,queensland46,Bus,MissingClaimsZero
9RaY,9RaY,Psychology,queensland46,Bus,MissingClaimsZero
a7JQ,a7JQ,Psychology,queensland46,Bus,MissingClaimsZero
AaOO,AaOO,Psychology,queensland46,Bus,MissingClaimsZero
GNjz,GNjz,Psychology,queensland46,Bus,MissingClaimsZero
gPGg,gPGg,Psychology,queensland46,Bus,MissingClaimsZero
GXEW,GXEW,Psychology,queensland46,Bus,MissingClaimsZero
jAXd,jAXd,Psychology,queensland46,Bus,MissingClaimsZero
OGX3,OGX3,Psychology,queensland46,Bus,MissingClaimsZero
OX1L,OX1L,Psychology,queensland46,Bus,MissingClaimsZero
pk33,pk33,Psychology; Behavioral Sciences; Biomedical Social Sciences,queensland46,Bus,MissingClaimsZero
PXOw,PXOw,Psychology,queensland46,Bus,MissingClaimsZero
qG5Z,qG5Z,Psychology,queensland46,Bus,MissingClaimsZero
RDmp,RDmp,Psychology; Behavioral Sciences; Biomedical Social Sciences,queensland46,Bus,MissingClaimsZero
YyPK,YyPK,Psychology,queensland46,Bus,MissingClaimsZero
z934,z934,Psychology,queensland46,Bus,MissingClaimsZero
zNqr,zNqr,Psychology,queensland46,Bus,MissingClaimsZero
vNNx,vNNx,Psychology,queensland59,Bus,MissingClaimsZero
5wm3,5wm3,Psychology,rescue_1,meta,MissingClaimsZero
bDEk,bDEk,Business & Economics,rescue_1,meta,MissingClaimsZero
dNOJ,dNOJ,Psychology; Business & Economics,rescue_1,meta,MissingClaimsZero
PZ1r,PZ1r,Psychology,rescue_1,meta,MissingClaimsZero
qzGw,qzGw,Psychology,rescue_1,meta,MissingClaimsZero
vlOx,vlOx,Psychology; Business & Economics,rescue_1,meta,MissingClaimsZero
vPXq,vPXq,Business & Economics,rescue_1,meta,MissingClaimsZero
0dr8,0dr8,Business & Economics; Mathematics; Mathematical Methods In Social Sciences,ra_group,ra,MissingClaimsZero
1EKD,1EKD,Education & Educational Research; Psychology,ra_group,ra,MissingClaimsZero
3z7W,3z7W,Sociology,ra_group,ra,MissingClaimsZero
4wGq,4wGq,Psychology; Psychiatry,ra_group,ra,MissingClaimsZero
5AKw,5AKw,Business & Economics,ra_group,ra,MissingClaimsZero
5aXB,5aXB,Business & Economics,ra_group,ra,MissingClaimsZero
5E7l,5E7l,Psychology,ra_group,ra,MissingClaimsZero
8JkX,8JkX,Public Administration,ra_group,ra,MissingClaimsZero
9O0X,9O0X,Business & Economics,ra_group,ra,MissingClaimsZero
9XXX,9XXX,Government & Law,ra_group,ra,MissingClaimsZero
A2KX,A2KX,Business & Economics; Operations Research & Management Science,ra_group,ra,MissingClaimsZero
ABy1,ABy1,Business & Economics; Mathematics; Mathematical Methods In Social Sciences,ra_group,ra,MissingClaimsZero
aJ2O,aJ2O,Business & Economics,ra_group,ra,MissingClaimsZero
b1lQ,b1lQ,Business & Economics,ra_group,ra,MissingClaimsZero
B7zg,B7zg,Education & Educational Research; Psychology,ra_group,ra,MissingClaimsZero
BKzx,BKzx,Business & Economics; Operations Research & Management Science,ra_group,ra,MissingClaimsZero
BPXj,BPXj,Demography,ra_group,ra,MissingClaimsZero
dYVV,dYVV,Business & Economics,ra_group,ra,MissingClaimsZero
G55r,G55r,Business & Economics,ra_group,ra,MissingClaimsZero
gLgA,gLgA,Public Administration,ra_group,ra,MissingClaimsZero
jR09,jR09,,ra_group,ra,MissingClaimsZero
k7b2,k7b2,,ra_group,ra,MissingClaimsZero
kBJZ,kBJZ,Business & Economics,ra_group,ra,MissingClaimsZero
l22v,l22v,Government & Law,ra_group,ra,MissingClaimsZero
l54W,l54W,Public Administration,ra_group,ra,MissingClaimsZero
LlQd,LlQd,Public Administration,ra_group,ra,MissingClaimsZero
mg8V,mg8V,Business & Economics; Mathematics; Mathematical Methods In Social Sciences,ra_group,ra,MissingClaimsZero
mYX1,mYX1,Development Studies; Business & Economics,ra_group,ra,MissingClaimsZero
NleE,NleE,Business & Economics,ra_group,ra,MissingClaimsZero
NPPB,NPPB,Education & Educational Research; Psychology,ra_group,ra,MissingClaimsZero
OPRd,OPRd,Business & Economics,ra_group,ra,MissingClaimsZero
p71K,p71K,Sociology,ra_group,ra,MissingClaimsZero
pOaW,pOaW,Business & Economics; Operations Research & Management Science,ra_group,ra,MissingClaimsZero
q4P2,q4P2,Government & Law; Public Administration,ra_group,ra,MissingClaimsZero
qO7Q,qO7Q,Psychology,ra_group,ra,MissingClaimsZero
RjkN,RjkN,Sociology,ra_group,ra,MissingClaimsZero
rPAb,rPAb,Public Administration,ra_group,ra,MissingClaimsZero
RqkE,RqkE,Psychology,ra_group,ra,MissingClaimsZero
RqVE,RqVE,Business & Economics,ra_group,ra,MissingClaimsZero
VXAD,VXAD,Sociology,ra_group,ra,MissingClaimsZero
Wl2r,Wl2r,Public Administration,ra_group,ra,MissingClaimsZero
WqdN,WqdN,Public Administration,ra_group,ra,MissingClaimsZero
X9b8,X9b8,Business & Economics; Operations Research & Management Science,ra_group,ra,MissingClaimsZero
xGEk,xGEk,Sociology,ra_group,ra,MissingClaimsZero
xJXb,xJXb,,ra_group,ra,MissingClaimsZero
YabW,YabW,Psychology,ra_group,ra,MissingClaimsZero
yjbO,yjbO,Business & Economics,ra_group,ra,MissingClaimsZero
YKEK,YKEK,Business & Economics,ra_group,ra,MissingClaimsZero
YlqW,YlqW,Business & Economics,ra_group,ra,MissingClaimsZero
YR3Q,YR3Q,Business & Economics; Operations Research & Management Science,ra_group,ra,MissingClaimsZero
Y1vg,Y1vg,Psychology; Behavioral Sciences; Biomedical Social Sciences,rescue_1,remote,MissingClaimsZero
1757,1757,,rescue_unicorn,rescue_unicorn,MissingClaimsZero
1QXY,1QXY,,rescue_unicorn,rescue_unicorn,MissingClaimsZero
2Qr7,2Qr7,Sociology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
2VWG,2VWG,Psychology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
33Wj,33Wj,,rescue_unicorn,rescue_unicorn,MissingClaimsZero
4qvL,4qvL,International Relations; Government & Law,rescue_unicorn,rescue_unicorn,MissingClaimsZero
4Vpq,4Vpq,Education & Educational Research; Psychology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
5mZ3,5mZ3,Business & Economics,rescue_unicorn,rescue_unicorn,MissingClaimsZero
7OG2,7OG2,Psychology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
8zw7,8zw7,Sociology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
9K1m,9K1m,Demography,rescue_unicorn,rescue_unicorn,MissingClaimsZero
9Omm,9Omm,Education & Educational Research; Psychology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
A1Y1,A1Y1,Education & Educational Research; Psychology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
bVO9,bVO9,International Relations; Government & Law,rescue_unicorn,rescue_unicorn,MissingClaimsZero
dGgm,dGgm,Business & Economics,rescue_unicorn,rescue_unicorn,MissingClaimsZero
dJXX,dJXX,International Relations; Government & Law,rescue_unicorn,rescue_unicorn,MissingClaimsZero
DLzr,DLzr,Psychology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
dqKX,dqKX,Psychology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
e29P,e29P,Sociology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
eakW,eakW,Psychology; Psychiatry,rescue_unicorn,rescue_unicorn,MissingClaimsZero
Em83,Em83,,rescue_unicorn,rescue_unicorn,MissingClaimsZero
ez9P,ez9P,Business & Economics,rescue_unicorn,rescue_unicorn,MissingClaimsZero
J9pB,J9pB,,rescue_unicorn,rescue_unicorn,MissingClaimsZero
JW2A,JW2A,Education & Educational Research; Rehabilitation,rescue_unicorn,rescue_unicorn,MissingClaimsZero
jYgd,jYgd,,rescue_unicorn,rescue_unicorn,MissingClaimsZero
kgrX,kgrX,Government & Law,rescue_unicorn,rescue_unicorn,MissingClaimsZero
KNGx,KNGx,Psychology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
lmev,lmev,Sociology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
LRkG,LRkG,Demography,rescue_unicorn,rescue_unicorn,MissingClaimsZero
lxBy,lxBy,Business & Economics; Operations Research & Management Science,rescue_unicorn,rescue_unicorn,MissingClaimsZero
lxXV,lxXV,Sociology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
N7gV,N7gV,Sociology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
NepV,NepV,Psychology; Business & Economics,rescue_unicorn,rescue_unicorn,MissingClaimsZero
O1md,O1md,Government & Law,rescue_unicorn,rescue_unicorn,MissingClaimsZero
ODVO,ODVO,Sociology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
OYBN,OYBN,Sociology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
P8dw,P8dw,Sociology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
p8z3,p8z3,Psychology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
PbBz,PbBz,Education & Educational Research; Rehabilitation,rescue_unicorn,rescue_unicorn,MissingClaimsZero
pGQ4,pGQ4,Demography,rescue_unicorn,rescue_unicorn,MissingClaimsZero
ppz8,ppz8,Sociology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
qLkN,qLkN,Psychology; Psychiatry,rescue_unicorn,rescue_unicorn,MissingClaimsZero
QNlG,QNlG,Family Studies; Sociology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
qvxg,qvxg,Sociology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
r0Jb,r0Jb,Business & Economics,rescue_unicorn,rescue_unicorn,MissingClaimsZero
RLrk,RLrk,Sociology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
RVW7,RVW7,Business & Economics,rescue_unicorn,rescue_unicorn,MissingClaimsZero
Rx2V,Rx2V,,rescue_unicorn,rescue_unicorn,MissingClaimsZero
V2rX,V2rX,,rescue_unicorn,rescue_unicorn,MissingClaimsZero
V5dV,V5dV,Business & Economics,rescue_unicorn,rescue_unicorn,MissingClaimsZero
v9ww,v9ww,,rescue_unicorn,rescue_unicorn,MissingClaimsZero
vk1O,vk1O,International Relations; Government & Law,rescue_unicorn,rescue_unicorn,MissingClaimsZero
vkYO,vkYO,,rescue_unicorn,rescue_unicorn,MissingClaimsZero
VxmX,VxmX,Sociology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
W7z2,W7z2,Business & Economics,rescue_unicorn,rescue_unicorn,MissingClaimsZero
WQzX,WQzX,Sociology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
wXGd,wXGd,,rescue_unicorn,rescue_unicorn,MissingClaimsZero
y7kw,y7kw,Business & Economics; Operations Research & Management Science,rescue_unicorn,rescue_unicorn,MissingClaimsZero
yBgO,yBgO,Government & Law,rescue_unicorn,rescue_unicorn,MissingClaimsZero
YEwW,YEwW,Psychology; Psychiatry,rescue_unicorn,rescue_unicorn,MissingClaimsZero
yN7p,yN7p,Criminology & Penology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
YPmW,YPmW,Sociology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
z1A2,z1A2,Sociology,rescue_unicorn,rescue_unicorn,MissingClaimsZero
zDyr,zDyr,Business & Economics,rescue_unicorn,rescue_unicorn,MissingClaimsZero
zgL1,zgL1,Demography,rescue_unicorn,rescue_unicorn,MissingClaimsZero
PVQK,PVQK,Business & Economics,rescue_bluegroper,SIPS2020,MissingClaimsZero
wJ2p,wJ2p,Business & Economics,rescue_bluegroper,SIPS2020,MissingClaimsZero
8K40,8K40,Business & Economics; Mathematics; Mathematical Methods In Social Sciences,rescue_bluetonguelizard,SIPS2020,MissingClaimsZero
jG9K,jG9K,Business & Economics,rescue_bluetonguelizard,SIPS2020,MissingClaimsZero
Vr71,Vr71,Business & Economics,rescue_bluetonguelizard,SIPS2020,MissingClaimsZero
13YE,13YE,Business & Economics; Psychology,rescue_boxjellyfish,SIPS2020,MissingClaimsZero
X4Pp,X4Pp,Business & Economics,rescue_boxjellyfish,SIPS2020,MissingClaimsZero
EdRr,EdRr,Business & Economics; Mathematics; Mathematical Methods In Social Sciences,rescue_echidna,SIPS2020,MissingClaimsZero
VB4X,VB4X,Business & Economics; Mathematics; Mathematical Methods In Social Sciences,rescue_echidna,SIPS2020,MissingClaimsZero
xyjj,xyjj,Business & Economics,rescue_echidna,SIPS2020,MissingClaimsZero
BbBX (2),BbBX,Business & Economics; Mathematics; Mathematical Methods In Social Sciences,rescue_ganggang,SIPS2020,MissingClaimsZero
lR4v,lR4v,Business & Economics,rescue_ganggang,SIPS2020,MissingClaimsZero
vgDa,vgDa,Government & Law,rescue_ganggang,SIPS2020,MissingClaimsZero
3B4j,3B4j,Business & Economics; Psychology,rescue_greateasternpelican,SIPS2020,MissingClaimsZero
7KQ2,7KQ2,Business & Economics,rescue_greateasternpelican,SIPS2020,MissingClaimsZero
kVZG,kVZG,Business & Economics,rescue_greateasternpelican,SIPS2020,MissingClaimsZero
qa8b,qa8b,Business & Economics,rescue_greateasternpelican,SIPS2020,MissingClaimsZero
KagD,KagD,Business & Economics; Mathematics; Mathematical Methods In Social Sciences,rescue_greatwhiteshark,SIPS2020,MissingClaimsZero
kZgG,kZgG,Sociology,rescue_kangaroo,SIPS2020,MissingClaimsZero
d10J,d10J,Business & Economics; Mathematics; Mathematical Methods In Social Sciences,rescue_koala,SIPS2020,MissingClaimsZero
PV1Y,PV1Y,Business & Economics; Psychology,rescue_koala,SIPS2020,MissingClaimsZero
da3l,da3l,Business & Economics; Psychology,rescue_platypus,SIPS2020,MissingClaimsZero
QAEq,QAEq,Business & Economics,rescue_platypus,SIPS2020,MissingClaimsZero
rym8,rym8,International Relations; Government & Law,rescue_platypus,SIPS2020,MissingClaimsZero
Gdq4,Gdq4,Business & Economics,rescue_quokka,SIPS2020,MissingClaimsZero
lVmZ,lVmZ,Business & Economics; Psychology,rescue_quokka,SIPS2020,MissingClaimsZero
XbZb,XbZb,Business & Economics; Mathematics; Mathematical Methods In Social Sciences,rescue_quokka,SIPS2020,MissingClaimsZero
72r9,72r9,Business & Economics; Mathematics; Mathematical Methods In Social Sciences,rescue_superbfairywren,SIPS2020,MissingClaimsZero
jPjJ,jPjJ,Business & Economics,rescue_superbfairywren,SIPS2020,MissingClaimsZero
2PpQ,2PpQ,Business & Economics,rescue_tasmaniandevil,SIPS2020,MissingClaimsZero
85aX,85aX,Business & Economics; Psychology,rescue_tasmaniandevil,SIPS2020,MissingClaimsZero
AKKY,AKKY,Business & Economics,rescue_tasmaniandevil,SIPS2020,MissingClaimsZero
awgO,awgO,Business & Economics,rescue_tasmaniandevil,SIPS2020,MissingClaimsZero
dY8e,dY8e,Business & Economics,rescue_tasmaniandevil,SIPS2020,MissingClaimsZero
WLYr,WLYr,Business & Economics,rescue_tasmaniandevil,SIPS2020,MissingClaimsZero
3LjW,3LjW,Business & Economics,rescue_wedgetailedeagle,SIPS2020,MissingClaimsZero
VWde,VWde,Business & Economics,rescue_wedgetailedeagle,SIPS2020,MissingClaimsZero
el4m,el4m,Business & Economics,rescue_wombat,SIPS2020,MissingClaimsZero
yO4V,yO4V,Business & Economics,rescue_wombat,SIPS2020,MissingClaimsZero
0PNZ,0PNZ,Sociology,,,MissingClaimsZero
4q0L,4q0L,Sociology,,,MissingClaimsZero
88VX,88VX,Criminology & Penology,,,MissingClaimsZero
al0x,al0x,Public Administration,,,MissingClaimsZero
ArlJ,ArlJ,Psychology,,,MissingClaimsZero
aYdD,aYdD,Business & Economics,,,MissingClaimsZero
brdE,brdE,Education & Educational Research,,,MissingClaimsZero
by48,by48,Government & Law,,,MissingClaimsZero
d2Je,d2Je,Government & Law,,,MissingClaimsZero
dkQ8,dkQ8,Psychology,,,MissingClaimsZero
e5rW,e5rW,Business & Economics,,,MissingClaimsZero
Eq8Z,Eq8Z,Business & Economics,,,MissingClaimsZero
evmg,evmg,Government & Law,,,MissingClaimsZero
ExWP,ExWP,,,,MissingClaimsZero
gr37,gr37,International Relations; Government & Law,,,MissingClaimsZero
GZGp,GZGp,Education & Educational Research; Psychology,,,MissingClaimsZero
J0Yv,J0Yv,International Relations; Government & Law,,,MissingClaimsZero
jmJg,jmJg,Business & Economics,,,MissingClaimsZero
LP8K,LP8K,Business & Economics,,,MissingClaimsZero
m0qL,m0qL,Education & Educational Research,,,MissingClaimsZero
m8NR,m8NR,Business & Economics,,,MissingClaimsZero
NrrW,NrrW,Education & Educational Research,,,MissingClaimsZero
p3r0,p3r0,Business & Economics,,,MissingClaimsZero
pldd,pldd,Government & Law,,,MissingClaimsZero
qgWj,qgWj,Government & Law,,,MissingClaimsZero
qY4z,qY4z,Government & Law,,,MissingClaimsZero
rWl9,rWl9,Psychology,,,MissingClaimsZero
v0kD,v0kD,Education & Educational Research,,,MissingClaimsZero
V0QV,V0QV,Government & Law,,,MissingClaimsZero
W0GN,W0GN,International Relations; Government & Law,,,MissingClaimsZero
W4GX,W4GX,Government & Law,,,MissingClaimsZero
wB5G,wB5G,Government & Law,,,MissingClaimsZero
wRQv,wRQv,International Relations; Government & Law,,,MissingClaimsZero
xgxj,xgxj,Business & Economics,,,MissingClaimsZero
xlmk,xlmk,Government & Law,,,MissingClaimsZero
XWOY,XWOY,Business & Economics,,,MissingClaimsZero
y04J,y04J,Education & Educational Research,,,MissingClaimsZero
YWBW,YWBW,International Relations; Government & Law,,,MissingClaimsZero
zwRy,zwRy,Government & Law; Public Administration,,,MissingClaimsZero
0vJb,0vJb,political science,rescue_1,remote,remote
0vjk,0vjk,economics,rescue_1,remote,remote
0vPk,0vPk,management,rescue_1,remote,remote
1WLv,1WLv,management,rescue_1,remote,remote
2bxG,2bxG,criminology,rescue_1,remote,remote
2xNO,2xNO,economics,rescue_1,remote,remote
2Ypg,2Ypg,sociology,rescue_1,remote,remote
3dJ7,3dJ7,management,rescue_1,remote,remote
4jrW,4jrW,sociology,rescue_1,remote,remote
5v2x,5v2x,education,rescue_1,remote,remote
8wZ0,8wZ0,psychology,rescue_1,remote,remote
972Y,972Y,marketing/org behavior,rescue_1,remote,remote
9jjX,9jjX,psychology,rescue_1,remote,remote
9XjL,9XjL,political science,rescue_1,remote,remote
ARlX,ARlX,psychology,rescue_1,remote,remote
bkW8,bkW8,sociology,rescue_1,remote,remote
DGaj,DGaj,political science,rescue_1,remote,remote
DK1r,DK1r,criminology,rescue_1,remote,remote
E0Q3,E0Q3,political science,rescue_1,remote,remote
J71L,J71L,sociology,rescue_1,remote,remote
JrRk,JrRk,marketing/org behavior,rescue_1,remote,remote
KDEl,KDEl,marketing/org behavior,rescue_1,remote,remote
kqdX,kqdX,marketing/org behavior,rescue_1,remote,remote
Pgkb,Pgkb,psychology,rescue_1,remote,remote
PZEZ,PZEZ,health related,rescue_1,remote,remote
r7Vb,r7Vb,public administration,rescue_1,remote,remote
RmgL,RmgL,education,rescue_1,remote,remote
xzbJ,xzbJ,health related,rescue_1,remote,remote
yjkQ,yjkQ,political science,rescue_1,remote,remote
ZG89,ZG89,psychology,rescue_1,remote,remote
598w,598w,marketing/org behavior,newsouthwales1,SIPS19,SIPS19
92rZ,92rZ,criminology,newsouthwales1,SIPS19,SIPS19
AW3G,AW3G,psychology,newsouthwales1,SIPS19,SIPS19
bw2k,bw2k,criminology,newsouthwales1,SIPS19,SIPS19
dDz8,dDz8,marketing/org behavior,newsouthwales1,SIPS19,SIPS19
e3qg,e3qg,psychology,newsouthwales1,SIPS19,SIPS19
EGLZ,EGLZ,psychology,newsouthwales1,SIPS19,SIPS19
g3Oz,g3Oz,marketing/org behavior,newsouthwales1,SIPS19,SIPS19
Ge2O,Ge2O,psychology,newsouthwales1,SIPS19,SIPS19
jJ,jJ,psychology,newsouthwales1,SIPS19,SIPS19
JYKk,JYKk,criminology,newsouthwales1,SIPS19,SIPS19
